ROI backgr, sum

Spectrum                                       Si       P     Ar      Ni       Zn       Ga       Rh
20230628_CVD_2546_60s_20x20ptsdet_1_15_16    -250    -205    -85    -966    -1661    -2233    -4930
20230628_CVD_2546_60s_20x20ptsdet_1_15_17    -261    -218    -88    -864    -1718    -2225    -4887
20230628_CVD_2546_60s_20x20ptsdet_1_15_18    -264    -232    -99    -959    -1664    -2217    -4870
20230628_CVD_2546_60s_20x20ptsdet_1_15_19    -249    -193    -77    -901    -1737    -2259    -4817
20230628_CVD_2546_60s_20x20ptsdet_1_15_2     -270    -237    -76    -816    -1652    -2219    -4938
20230628_CVD_2546_60s_20x20ptsdet_1_15_3     -246    -200    -86    -997    -1725    -2266    -4878
20230628_CVD_2546_60s_20x20ptsdet_1_15_4     -242    -199    -80    -966    -1670    -2223    -4812
20230628_CVD_2546_60s_20x20ptsdet_1_15_5     -276    -237   -100    -928    -1722    -2240    -4929
20230628_CVD_2546_60s_20x20ptsdet_1_15_6     -274    -244    -91    -894    -1613    -2160    -4851
20230628_CVD_2546_60s_20x20ptsdet_1_15_7     -255    -216    -99    -922    -1605    -2167    -4925
20230628_CVD_2546_60s_20x20ptsdet_1_15_8     -267    -230    -94    -946    -1695    -2227    -4781
20230628_CVD_2546_60s_20x20ptsdet_1_15_9     -249    -205    -83    -940    -1757    -2303    -4897
20230628_CVD_2546_60s_20x20ptsdet_1_16_0     -235    -183    -80    -812    -1722    -2227    -4816
20230628_CVD_2546_60s_20x20ptsdet_1_16_1     -237    -171    -64    -858    -1718    -2271    -4811
20230628_CVD_2546_60s_20x20ptsdet_1_16_10    -262    -219    -62   -1013    -1805    -2332    -4798
20230628_CVD_2546_60s_20x20ptsdet_1_16_11    -262    -225    -65    -895    -1649    -2203    -4921
20230628_CVD_2546_60s_20x20ptsdet_1_16_12    -263    -216    -72    -969    -1748    -2258    -4762
20230628_CVD_2546_60s_20x20ptsdet_1_16_13    -273    -231    -84    -827    -1713    -2239    -4872
20230628_CVD_2546_60s_20x20ptsdet_1_16_14    -260    -217    -59    -948    -1706    -2263    -4894
20230628_CVD_2546_60s_20x20ptsdet_1_16_15    -241    -200    -74    -917    -1667    -2231    -4875
20230628_CVD_2546_60s_20x20ptsdet_1_16_16    -249    -197    -81    -884    -1684    -2239    -4891
20230628_CVD_2546_60s_20x20ptsdet_1_16_17    -279    -242    -92    -856    -1657    -2229    -4989
20230628_CVD_2546_60s_20x20ptsdet_1_16_18    -263    -216    -83    -853    -1686    -2224    -4882
