ROI backgr, sum

Spectrum                                     Si       P     Ar       Ni       Zn       Ga       Rh
20230607_CVD_2546_60s_10x10ptsdet_2_9_6    -245    -199    -73    -1079    -1857    -2260    -4659
20230607_CVD_2546_60s_10x10ptsdet_2_9_7    -231    -180    -74    -1023    -1775    -2243    -4608
20230607_CVD_2546_60s_10x10ptsdet_2_9_8    -227    -182    -78    -1030    -1770    -2270    -4595
20230607_CVD_2546_60s_10x10ptsdet_2_9_9    -234    -189    -63     -969    -1686    -2141    -4623


Mean value:                             -248.94 -204.74 -72.86 -1007.24 -1686.91 -2134.07 -4635.84
Std. Abw.:                                12.55   14.62  11.86    43.89   102.25   113.15   142.41
Std. Abw. rel. [%]:                       -5.04   -7.14 -16.28    -4.36    -6.06    -5.30    -3.07
Conf. interval:                            0.89    1.03   0.84     3.10     7.23     8.00    10.07
