"channel","Energy","counts","fit","continuum","pileup","Si Ka","Si Kb","P Ka","P Kb","Ni Ka","Ni Kb","Ga Ka","Ga Kb","Ga L1","Ga L2","Ga L3","Rh L1","Rh L2","Rh L3"
400,3.037765,8,9.888021,4.425781,0.03816238,1.395359,0.05297931,0.02568334,0.0003449027,0.0006323512,0.000149234,0.004279704,0.0004451557,0.0001736647,0.0004857413,0.0005899885,0.1615316,0.3731692,3.408255
401,3.047768,8,9.386102,4.390625,0.03871281,1.374129,0.05210984,0.0251919,0.000337405,0.0006352128,0.0001498067,0.004293534,0.0004463907,0.0001716886,0.0004806998,0.0005839473,0.1203749,0.4924753,2.885385
402,3.057772,14,8.921532,4.355469,0.03920797,1.353379,0.0512616,0.02471441,0.000330149,0.0006380939,0.0001503827,0.004307431,0.0004476308,0.0001697461,0.0004757364,0.0005779984,0.0975642,0.6419866,2.350852
403,3.067775,8,8.526792,4.320312,0.03964443,1.333096,0.05043388,0.02425036,0.0003231243,0.0006409946,0.0001509621,0.004321396,0.0004488762,0.0001678363,0.0004708495,0.0005721399,0.08653398,0.8216433,1.843781
404,3.077778,5,8.221772,4.285156,0.04004989,1.313265,0.04962604,0.02379925,0.0003163212,0.0006439152,0.0001515447,0.004335429,0.0004501267,0.0001659586,0.0004660374,0.0005663701,0.08221006,1.027892,1.392677
405,3.087781,3,8.011089,4.25,0.04047351,1.293874,0.04883745,0.0233606,0.0003097305,0.0006468557,0.0001521308,0.00434953,0.0004513825,0.0001641122,0.0004612988,0.0005606871,0.08090031,1.25267,1.013878
406,3.097785,6,7.917063,4.247582,0.04097594,1.274908,0.0480675,0.02293396,0.0003033434,0.0006498164,0.0001527203,0.0043637,0.0004526435,0.0001622964,0.000456632,0.0005550891,0.08010417,1.483054,0.7123407
407,3.107788,3,7.884361,4.245165,0.04162033,1.256356,0.0473156,0.02251889,0.0002971517,0.0006527976,0.0001533132,0.004377939,0.0004539098,0.0001605106,0.0004520357,0.0005495746,0.07831641,1.701895,0.4840768
408,3.117791,7,7.882934,4.242747,0.04246569,1.238206,0.0465812,0.02211498,0.0002911474,0.0006557992,0.0001539095,0.004392249,0.0004551814,0.0001587541,0.0004475084,0.0005441418,0.07484366,1.889532,0.3193445
409,3.127795,7,7.880869,4.240329,0.04356294,1.220447,0.04586375,0.02172184,0.0002853232,0.0006588216,0.0001545094,0.004406628,0.0004564584,0.0001570263,0.0004430488,0.0005387892,0.06962035,2.026468,0.205755
410,3.137798,7,7.848996,4.236969,0.04495382,1.203066,0.04516275,0.02133907,0.0002796718,0.000661865,0.0001551127,0.004421079,0.0004577408,0.0001553265,0.0004386555,0.0005335152,0.06302128,2.096637,0.1307432
411,3.147801,4,7.763606,4.22883,0.04667243,1.186054,0.04447768,0.02096633,0.0002741865,0.0006649295,0.0001557196,0.0044356,0.0004590286,0.0001536541,0.0004343272,0.0005283182,0.05569183,2.090642,0.08316579
412,3.157804,9,7.620293,4.220153,0.04874865,1.1694,0.04380808,0.02060327,0.0002688609,0.0006680153,0.0001563301,0.004450193,0.0004603218,0.0001520087,0.0004300627,0.0005231968,0.04842089,2.007987,0.05406359
413,3.167808,7,7.414823,4.203826,0.05121348,1.153095,0.04315348,0.02024954,0.0002636888,0.0006711226,0.0001569442,0.004464859,0.0004616205,0.0001503895,0.0004258606,0.0005181494,0.04207449,1.857312,0.0367864
414,3.177811,4,7.167123,4.1875,0.05410631,1.137128,0.04251344,0.01990484,0.0002586644,0.0006742517,0.0001575618,0.004479596,0.0004629247,0.000148796,0.0004217199,0.0005131748,0.03760484,1.654522,0.0267275
415,3.187814,7,6.906399,4.182154,0.05748548,1.12149,0.04188752,0.01956887,0.0002537822,0.0006774027,0.0001581832,0.004494407,0.0004642344,0.0001472277,0.0004176392,0.0005082714,0.03614513,1.419659,0.02088766
416,3.197818,7,6.642217,4.176808,0.06144507,1.106172,0.04127532,0.01924132,0.0002490367,0.0006805759,0.0001588082,0.004509292,0.0004655497,0.0001456841,0.0004136174,0.000503438,0.03918978,1.173537,0.01742215
417,3.207821,3,6.393005,4.170072,0.06614292,1.091166,0.04067644,0.01892193,0.0002444231,0.0006837713,0.000159437,0.004524251,0.0004668706,0.0001441647,0.0004096535,0.0004986731,0.04884165,0.934799,0.0152543
418,3.217824,9,6.175614,4.161765,0.0718485,1.076463,0.04009049,0.01861041,0.0002399363,0.0006869894,0.0001600694,0.004539284,0.0004681972,0.0001426688,0.0004057463,0.0004939756,0.06808288,0.7178319,0.01378521
419,3.227827,8,6.004942,4.153458,0.07902322,1.062055,0.03951711,0.01830652,0.0002355719,0.0006902302,0.0001607057,0.004554392,0.0004695294,0.0001411962,0.0004018946,0.0004893442,0.1009973,0.5317457,0.01269557
420,3.237831,5,5.889213,4.143636,0.08845155,1.047935,0.03895593,0.01801001,0.0002313254,0.000693494,0.0001613457,0.004569576,0.0004708672,0.0001397462,0.0003980976,0.0004847775,0.1528437,0.3804113,0.01182082
421,3.247834,7,5.836899,4.133814,0.1014466,1.034094,0.03840662,0.01772064,0.0002271926,0.000696781,0.0001619896,0.004584836,0.0004722108,0.0001383184,0.0003943541,0.0004802745,0.229862,0.2633214,0.01107783
422,3.257837,6,5.852762,4.123573,0.120159,1.020525,0.03786884,0.01743819,0.0002231695,0.0007000914,0.0001626373,0.004600172,0.0004735602,0.0001369124,0.0003906632,0.0004758339,0.3387025,0.1769079,0.01042443
423,3.267841,13,5.941443,4.113332,0.1480173,1.007222,0.03734227,0.01716243,0.0002192522,0.0007034255,0.000163289,0.004615585,0.0004749154,0.0001355277,0.0003870238,0.0004714546,0.4854171,0.1159415,0.009838321
424,3.277844,7,6.106579,4.103091,0.1903227,0.9941768,0.03682661,0.01689316,0.0002154371,0.0007067834,0.0001639445,0.004631076,0.0004762764,0.0001341639,0.000383435,0.0004671355,0.6740524,0.07473205,0.009306693
425,3.287847,10,6.351187,4.092849,0.2549992,0.9813834,0.03632155,0.01663017,0.0002117207,0.0007101655,0.000164604,0.004646646,0.0004776432,0.0001328206,0.000379896,0.0004628755,0.9050186,0.04797713,0.00882126
426,3.29785,5,6.676735,4.081874,0.3534632,0.9688353,0.0358268,0.01637327,0.0002080995,0.0007135718,0.0001652675,0.004662293,0.0004790159,0.0001314974,0.0003764056,0.0004586735,1.173556,0.03123568,0.008376026
427,3.307854,6,7.085378,4.070898,0.5015193,0.9565263,0.03534209,0.01612228,0.0002045704,0.0007170028,0.0001659351,0.00467802,0.0004803946,0.0001301938,0.0003729632,0.0004545284,1.468712,0.02108723,0.007966271
428,3.317857,4,7.576346,4.057911,0.7201154,0.9444503,0.03486715,0.01587701,0.0002011302,0.0007204585,0.0001666066,0.004693827,0.0004817792,0.0001289095,0.0003695678,0.0004504392,1.773246,0.0150783,0.007588083
429,3.32786,8,8.153765,4.044671,1.035706,0.9326015,0.03440171,0.01563729,0.000197776,0.0007239393,0.0001672823,0.004709714,0.0004831698,0.0001276441,0.0003662185,0.000446405,2.06473,0.01155661,0.007238132
430,3.337864,12,8.821687,4.029954,1.479911,0.9209742,0.03394553,0.01540296,0.000194505,0.0007274453,0.0001679621,0.004725682,0.0004845665,0.0001263973,0.0003629145,0.0004424247,2.317883,0.009471515,0.006913542
431,3.347867,8,9.591306,4.014977,2.088127,0.9095629,0.03349835,0.01517385,0.0001913145,0.0007309769,0.000168646,0.004741731,0.0004859692,0.0001251687,0.000359655,0.0004384974,2.507924,0.008189424,0.006611805
432,3.35787,7,10.47861,4,2.896806,0.8983623,0.03305996,0.01494982,0.0001882017,0.0007345343,0.0001693341,0.004757861,0.000487378,0.0001239578,0.0003564393,0.0004346222,2.614504,0.00734644,0.006330728
433,3.367873,13,11.51104,3.991471,3.939259,0.8873673,0.03263011,0.01473071,0.0001851642,0.0007381176,0.0001700264,0.004774075,0.0004887929,0.0001227645,0.0003532665,0.0004307981,2.625509,0.006742596,0.00606838
434,3.377877,12,12.70539,3.982943,5.240132,0.8765729,0.03220858,0.01451637,0.0001821997,0.0007417273,0.000170723,0.004790371,0.000490214,0.0001215883,0.0003501358,0.0004270243,2.539651,0.006272074,0.005823059
435,3.38788,6,14.07536,3.96875,6.80902,0.8659741,0.03179517,0.01430668,0.0001793057,0.0007453635,0.0001714239,0.004806751,0.0004916414,0.0001204289,0.0003470466,0.0004232998,2.366757,0.005880389,0.005593255
436,3.397883,12,15.6385,3.959505,8.634098,0.8555664,0.03138966,0.0141015,0.0001764801,0.0007490265,0.0001721291,0.004823215,0.0004930749,0.000119286,0.0003439981,0.0004196238,2.125627,0.005539765,0.005377627
437,3.407887,18,17.37556,3.95026,10.67695,0.8453451,0.03099186,0.0139007,0.0001737207,0.0007527166,0.0001728386,0.004839764,0.0004945148,0.0001181593,0.0003409895,0.0004159955,1.840392,0.005235779,0.005174981
438,3.41789,29,19.24083,3.9375,12.86991,0.8353059,0.03060157,0.01370415,0.0001710256,0.000756434,0.0001735526,0.004856398,0.0004959609,0.0001170485,0.0003380203,0.0004124141,1.536538,0.00496049,0.004984249
439,3.427893,19,21.167,3.92653,15.11707,0.8254443,0.03021861,0.01351175,0.0001683926,0.000760179,0.000174271,0.004873118,0.0004974134,0.0001159533,0.0003350896,0.0004088786,1.237377,0.004709074,0.004804473
440,3.437896,31,23.05209,3.915561,17.2997,0.8157564,0.02984279,0.01332336,0.0001658199,0.0007639519,0.0001749938,0.004889925,0.0004988723,0.0001148734,0.0003321969,0.0004053885,0.9614499,0.004478241,0.004634794
441,3.4479,26,24.7755,3.903385,19.28602,0.8062379,0.02947393,0.01313889,0.0001633057,0.000767753,0.0001757212,0.004906818,0.0005003376,0.0001138084,0.0003293415,0.0004019428,0.7211418,0.004265507,0.004474437
442,3.457903,33,26.21083,3.889193,20.94441,0.7968851,0.02911187,0.01295821,0.0001608482,0.0007715825,0.0001764531,0.0049238,0.0005018094,0.0001127583,0.0003265228,0.0003985409,0.5225169,0.004068861,0.004322702
443,3.467906,33,27.24407,3.875,22.15822,0.7876939,0.02875643,0.01278124,0.0001584457,0.0007754406,0.0001771896,0.004940869,0.0005032877,0.0001117226,0.0003237401,0.000395182,0.3661612,0.003886612,0.004178956
444,3.47791,31,27.78959,3.866113,22.84001,0.7786609,0.02840747,0.01260787,0.0001560967,0.0007793279,0.0001779307,0.004958028,0.0005047726,0.0001107011,0.0003209928,0.0003918654,0.2486319,0.003717304,0.004042624
445,3.487913,34,27.78899,3.857226,22.9425,0.7697823,0.02806481,0.012438,0.0001537995,0.0007832444,0.0001786765,0.004975276,0.000506264,0.0001096935,0.0003182803,0.0003885903,0.1640928,0.003559674,0.003913185
446,3.497916,28,27.22978,3.84375,22.46456,0.7610547,0.02772832,0.01227154,0.0001515525,0.0007871905,0.0001794269,0.004992614,0.000507762,0.0001086996,0.000315602,0.0003853561,0.1057894,0.003412612,0.003790163
447,3.507919,28,26.15888,3.834505,21.45084,0.7524746,0.02739784,0.0121084,0.0001493545,0.0007911664,0.0001801821,0.005010043,0.0005092667,0.0001077192,0.0003129574,0.0003821622,0.06715781,0.003275145,0.003673123
448,3.517923,28,24.65039,3.82526,19.9854,0.7440387,0.02707323,0.01194848,0.0001472039,0.0007951726,0.0001809421,0.005027564,0.0005107781,0.000106752,0.0003103459,0.0003790077,0.04250319,0.00314641,0.003561669
449,3.527926,21,22.80837,3.8125,18.18033,0.7357439,0.02675435,0.01179172,0.0001450994,0.0007992093,0.0001817069,0.005045176,0.0005122962,0.0001057978,0.000307767,0.0003758922,0.02729451,0.003025646,0.003455437
450,3.537929,20,20.76032,3.80101,16.16171,0.727587,0.02644107,0.01163801,0.0001430396,0.0008032768,0.0001824766,0.005062881,0.0005138211,0.0001048562,0.0003052201,0.0003728149,0.01817701,0.002912173,0.003354095
451,3.547933,12,18.62824,3.789521,14.05515,0.7195649,0.02613327,0.01148729,0.0001410234,0.0008073754,0.0001832511,0.00508068,0.0005153528,0.0001039272,0.0003027046,0.0003697753,0.01281872,0.002805384,0.003257334
452,3.557936,18,16.52366,3.778385,11.97335,0.7116748,0.0258308,0.01133948,0.0001390496,0.0008115055,0.0001840306,0.005098572,0.0005168914,0.0001030105,0.0003002201,0.0003667726,0.009688559,0.002704739,0.003164873
453,3.567939,10,14.53309,3.764193,10.0072,0.7039137,0.02553355,0.01119451,0.0001371168,0.0008156674,0.0001848151,0.00511656,0.0005184369,0.0001021059,0.0002977661,0.0003638064,0.007832773,0.002609752,0.003076452
454,3.577942,10,12.72354,3.75,8.221216,0.6962788,0.02524141,0.01105229,0.0001352241,0.0008198613,0.0001856046,0.005134642,0.0005199893,0.0001012131,0.000295342,0.000360876,0.006685471,0.002519984,0.002991831
455,3.587946,14,11.13821,3.74152,6.653211,0.6887675,0.02495424,0.01091277,0.0001333702,0.0008240877,0.0001863992,0.005152821,0.0005215487,0.000100332,0.0002929474,0.0003579809,0.005925616,0.002435042,0.002910787
456,3.597949,8,9.784552,3.732324,5.31725,0.681377,0.02467195,0.01077587,0.0001315542,0.0008283468,0.0001871989,0.005171096,0.0005231152,9.946231e-05,0.0002905818,0.0003551205,0.005378227,0.002354568,0.002833116
457,3.607952,10,8.654225,3.71875,4.208743,0.6741048,0.02439442,0.01064153,0.0001297751,0.000832639,0.0001880037,0.005189469,0.0005246887,9.86039e-05,0.0002882448,0.0003522942,0.004951023,0.002278241,0.002758625
458,3.617955,10,7.738599,3.709603,3.310306,0.6669484,0.02412155,0.01050969,0.0001280317,0.0008369646,0.0001888138,0.005207939,0.0005262693,9.775656e-05,0.0002859358,0.0003495015,0.004596371,0.002205767,0.002687138
459,3.627959,4,7.008617,3.700456,2.597338,0.6599053,0.02385323,0.01038028,0.0001263233,0.0008413241,0.0001896291,0.005226509,0.000527857,9.692008e-05,0.0002836545,0.0003467419,0.004289736,0.002136878,0.00261849
460,3.637962,11,6.433172,3.6875,2.042558,0.6529731,0.02358936,0.01025324,0.0001246488,0.0008457177,0.0001904496,0.005245178,0.000529452,9.60943e-05,0.0002814003,0.0003440149,0.004018123,0.002071332,0.002552529
461,3.647965,13,5.991997,3.677246,1.619195,0.6461496,0.02332984,0.01012852,0.0001230073,0.0008501458,0.0001912756,0.005263947,0.0005310542,9.527903e-05,0.0002791729,0.0003413198,0.00377417,0.002008905,0.002489112
462,3.657969,11,5.657976,3.666992,1.302846,0.6394325,0.02307458,0.01000607,0.0001213981,0.0008546087,0.0001921069,0.005282817,0.0005326637,9.447408e-05,0.0002769719,0.0003386564,0.003553264,0.001949396,0.002428106
463,3.667972,8,5.406667,3.653581,1.07223,0.6328195,0.02282348,0.009885816,0.0001198202,0.0008591069,0.0001929436,0.005301789,0.0005342805,9.367929e-05,0.0002747967,0.000336024,0.003352175,0.001892616,0.002369385
464,3.677975,10,5.222207,3.63929,0.9092131,0.6263086,0.02257647,0.00976772,0.0001182729,0.0008636407,0.0001937858,0.005320863,0.0005359047,9.289449e-05,0.0002726471,0.0003334221,0.003168428,0.001838395,0.002312835
465,3.687978,12,5.090106,3.625,0.7984274,0.6198976,0.02233343,0.009651726,0.0001167553,0.0008682105,0.0001946336,0.005340041,0.0005375363,9.211951e-05,0.0002705226,0.0003308504,0.003000006,0.001786574,0.002258346
466,3.697982,13,5.003747,3.617188,0.7267845,0.6135846,0.02209431,0.009537786,0.0001152668,0.0008728166,0.0001954869,0.005359322,0.0005391753,9.135418e-05,0.0002684229,0.0003283083,0.002845211,0.001737009,0.002205818
467,3.707985,14,4.945415,3.609375,0.6830503,0.6073674,0.021859,0.009425851,0.0001138065,0.0008774595,0.0001963458,0.005378707,0.0005408219,9.059835e-05,0.0002663475,0.0003257953,0.002702587,0.001689566,0.002155153
468,3.717988,13,4.902849,3.598953,0.6575771,0.6012443,0.02162742,0.009315875,0.0001123738,0.0008821395,0.0001972104,0.005398199,0.000542476,8.985186e-05,0.0002642961,0.0003233111,0.00257087,0.001644119,0.002106263
469,3.727992,17,4.870827,3.588871,0.6421967,0.5952133,0.02139951,0.009207811,0.0001109679,0.0008868571,0.0001980808,0.005417796,0.0005441377,8.911456e-05,0.0002622682,0.0003208553,0.002448958,0.001600555,0.002059064
470,3.737995,9,4.842331,3.57879,0.6302328,0.5892725,0.02117518,0.009101617,0.0001095883,0.0008916126,0.0001989569,0.0054375,0.0005458071,8.838629e-05,0.0002602637,0.0003184272,0.002335887,0.001558767,0.002013476
471,3.747998,16,4.812234,3.568708,0.616564,0.5834203,0.02095436,0.008997248,0.0001082342,0.0008964064,0.0001998388,0.005457312,0.0005474842,8.766692e-05,0.000258282,0.0003160267,0.002230806,0.001518656,0.001969425
472,3.758001,5,4.77515,3.556763,0.5976691,0.5776547,0.02073698,0.008894664,0.0001069051,0.000901239,0.0002007266,0.005477232,0.000549169,8.695629e-05,0.0002563228,0.0003136532,0.002132967,0.001480131,0.001926841
473,3.768005,10,4.730144,3.54397,0.5715998,0.5719742,0.02052296,0.008793824,0.0001056003,0.0009061108,0.0002016203,0.005497262,0.0005508616,8.625427e-05,0.0002543859,0.0003113063,0.002041708,0.001443106,0.001885659
474,3.778008,7,4.675693,3.529313,0.5378508,0.5663771,0.02031223,0.008694688,0.0001043192,0.0009110222,0.0002025201,0.005517401,0.000552562,8.556071e-05,0.0002524708,0.0003089857,0.00195644,0.001407502,0.001845815
475,3.788011,3,4.614358,3.514657,0.4971247,0.5608617,0.02010473,0.008597219,0.0001030613,0.0009159736,0.0002034258,0.005537652,0.0005542703,8.487548e-05,0.0002505773,0.0003066909,0.001876639,0.001373244,0.001807251
476,3.798015,2,4.547733,3.5,0.4510144,0.5554264,0.0199004,0.00850138,0.000101826,0.0009209655,0.0002043376,0.005558014,0.0005559865,8.419845e-05,0.000248705,0.0003044215,0.001801838,0.001340264,0.001769911
477,3.808018,7,4.49145,3.498856,0.4016436,0.5500698,0.01969916,0.008407133,0.0001006128,0.0009259983,0.0002052556,0.005578488,0.0005577108,8.352949e-05,0.0002468536,0.0003021773,0.00173162,0.001308496,0.001733744
478,3.818021,10,4.434293,3.497711,0.3513106,0.5447902,0.01950096,0.008314445,9.94211e-05,0.0009310724,0.0002061798,0.005599076,0.000559443,8.286847e-05,0.0002450228,0.0002999578,0.001665608,0.00127788,0.001698699
479,3.828024,11,4.375328,3.493469,0.3021809,0.5395863,0.01930574,0.008223281,9.825045e-05,0.0009361884,0.0002071103,0.005619779,0.0005611834,8.221526e-05,0.0002432123,0.0002977627,0.001603468,0.001248359,0.001664729
480,3.838028,2,4.321559,3.491331,0.2560586,0.5344566,0.01911343,0.008133608,9.710035e-05,0.0009413467,0.000208047,0.005640596,0.0005629318,8.156974e-05,0.0002414218,0.0002955915,0.001544894,0.00121988,0.001631791
481,3.848031,11,4.27219,3.489193,0.2142538,0.5293997,0.01892398,0.008045393,9.597033e-05,0.0009465476,0.0002089901,0.005661529,0.0005646885,8.09318e-05,0.000239651,0.000293444,0.001489613,0.001192393,0.001599841
482,3.858034,5,4.227878,3.486938,0.1775424,0.5244142,0.01873734,0.007958605,9.485991e-05,0.0009517919,0.0002099397,0.005682579,0.0005664534,8.030131e-05,0.0002378995,0.0002913199,0.001437377,0.001165852,0.001568839
483,3.868038,10,4.188142,3.483807,0.1462035,0.5194988,0.01855344,0.007873213,9.376864e-05,0.0009570798,0.0002108957,0.005703746,0.0005682266,7.967816e-05,0.0002361673,0.0002892187,0.00138796,0.001140212,0.001538749
484,3.878041,9,4.153728,3.480676,0.1201096,0.5146522,0.01837223,0.007789188,9.269609e-05,0.0009624118,0.0002118583,0.005725032,0.0005700081,7.906223e-05,0.0002344538,0.0002871402,0.001341159,0.001115431,0.001509533
485,3.888044,10,4.124217,3.477544,0.09884284,0.509873,0.01819367,0.007706501,9.164184e-05,0.0009677886,0.0002128275,0.005746437,0.000571798,7.845342e-05,0.000232759,0.0002850839,0.001296789,0.001091471,0.001481158
486,3.898047,6,4.099017,3.474413,0.08181315,0.5051601,0.01801769,0.007625123,9.060546e-05,0.0009732105,0.0002138033,0.005767963,0.0005735964,7.785161e-05,0.0002310824,0.0002830497,0.001254678,0.001068296,0.001453591
487,3.908051,5,4.077468,3.471282,0.06836157,0.5005122,0.01784426,0.007545027,8.958656e-05,0.0009786782,0.0002147859,0.005789609,0.0005754032,7.72567e-05,0.0002294239,0.0002810372,0.001214673,0.001045869,0.001426801
488,3.918054,5,4.058801,3.468033,0.05783807,0.4959282,0.01767331,0.007466186,8.858474e-05,0.000984192,0.0002157753,0.005811378,0.0005772186,7.666858e-05,0.0002277832,0.0002790461,0.001176632,0.001024158,0.001400758
489,3.928057,5,4.041665,3.463909,0.04965187,0.4914069,0.01750481,0.007388574,8.759963e-05,0.0009897525,0.0002167715,0.00583327,0.0005790426,7.608715e-05,0.00022616,0.0002770761,0.001140426,0.001003134,0.001375435
490,3.938061,7,4.026096,3.459451,0.04329665,0.4869471,0.01733871,0.007312166,8.663086e-05,0.0009953603,0.0002177746,0.005855286,0.0005808753,7.551231e-05,0.0002245542,0.0002751268,0.001105935,0.000982765,0.001350804
491,3.948064,5,4.012009,3.454993,0.03835668,0.4825477,0.01717497,0.007236936,8.567806e-05,0.001001016,0.0002187847,0.005877426,0.0005827167,7.494396e-05,0.0002229653,0.000273198,0.00107305,0.0009630249,0.001326841
492,3.958067,3,3.9979,3.449364,0.03450043,0.4782077,0.01701353,0.007162861,8.474089e-05,0.00100672,0.0002198019,0.005899692,0.0005845668,7.4382e-05,0.0002213933,0.0002712895,0.001041671,0.0009438872,0.00130352
493,3.96807,5,3.98468,3.443735,0.03146805,0.4739259,0.01685435,0.007089918,8.381902e-05,0.001012473,0.0002208261,0.005922086,0.0005864258,7.382634e-05,0.0002198378,0.0002694009,0.001011703,0.000925327,0.00128082
494,3.978074,6,3.972145,3.438107,0.02905713,0.4697014,0.0166974,0.007018083,8.29121e-05,0.001018275,0.0002218576,0.005944606,0.0005882936,7.327688e-05,0.0002182987,0.0002675319,0.000983063,0.0009073208,0.001258717
495,3.988077,7,3.95987,3.432212,0.02710991,0.4655331,0.01654263,0.006947334,8.201981e-05,0.001024127,0.0002228962,0.005967256,0.0005901704,7.273353e-05,0.0002167756,0.0002656823,0.0009556702,0.0008898463,0.00123719
496,3.99808,3,3.947538,3.42586,0.0255031,0.46142,0.01639,0.006877649,8.114185e-05,0.00103003,0.0002239422,0.005990035,0.0005920562,7.21962e-05,0.0002152685,0.0002638518,0.0009294518,0.0008728823,0.00121622
497,4.008084,7,3.935511,3.419508,0.02414057,0.4573612,0.01623947,0.006809007,8.02779e-05,0.001035984,0.0002249956,0.006012945,0.0005939511,7.16648e-05,0.000213777,0.0002620402,0.0009043399,0.0008564087,0.001195787
498,4.018087,9,3.923712,3.413156,0.02294839,0.4533557,0.01609101,0.006741387,7.942768e-05,0.00104199,0.0002260564,0.006035986,0.000595855,7.113925e-05,0.0002123009,0.0002602472,0.0008802715,0.0008404065,0.001175872
499,4.02809,6,3.909527,3.404245,0.02187136,0.4494026,0.01594458,0.00667477,7.859089e-05,0.001048048,0.0002271247,0.006059161,0.0005977681,7.061945e-05,0.0002108401,0.0002584725,0.000857188,0.0008248573,0.001156458
500,4.038093,3,3.895475,3.395333,0.02087045,0.445501,0.01580013,0.006609134,7.776725e-05,0.001054159,0.0002282006,0.006082469,0.0005996905,7.010534e-05,0.0002093943,0.0002567159,0.0008350352,0.0008097439,0.001137528
501,4.048097,8,3.881516,3.386409,0.01992034,0.4416499,0.01565764,0.006544462,7.695649e-05,0.001060324,0.0002292842,0.006105911,0.0006016221,6.959681e-05,0.0002079634,0.0002549771,0.0008137624,0.00079505,0.001119066
502,4.0581,6,3.867649,3.377485,0.01900702,0.4378486,0.01551706,0.006480735,7.615834e-05,0.001066543,0.0002303755,0.00612949,0.0006035631,6.90938e-05,0.000206547,0.000253256,0.0007933225,0.0007807597,0.001101056
503,4.068103,3,3.853836,3.36853,0.01812513,0.4340961,0.01537837,0.006417933,7.537253e-05,0.001072816,0.0002314747,0.006153205,0.0006055135,6.859622e-05,0.0002051451,0.0002515522,0.0007736713,0.0007668583,0.001083484
504,4.078107,11,3.838289,3.357758,0.01727532,0.4303917,0.01524153,0.00635604,7.459883e-05,0.001079146,0.0002325817,0.006177058,0.0006074733,6.8104e-05,0.0002037574,0.0002498655,0.0007547679,0.0007533314,0.001066334
505,4.08811,8,3.822831,3.346985,0.01646171,0.4267344,0.01510651,0.006295038,7.383697e-05,0.001085531,0.0002336967,0.00620105,0.0006094427,6.761706e-05,0.0002023837,0.0002481958,0.0007365738,0.0007401654,0.001049594
506,4.098113,5,3.807465,3.336212,0.01568975,0.4231236,0.01497328,0.006234909,7.308672e-05,0.001091973,0.0002348197,0.006225182,0.0006114217,6.713532e-05,0.0002010239,0.0002465427,0.000719053,0.0007273474,0.001033251
507,4.108116,5,3.792195,3.325439,0.01496452,0.4195584,0.0148418,0.006175638,7.234785e-05,0.001098473,0.0002359508,0.006249456,0.0006134103,6.66587e-05,0.0001996777,0.0002449061,0.000702172,0.0007148651,0.001017291
508,4.11812,5,3.776201,3.313843,0.01428965,0.416038,0.01471204,0.006117208,7.162012e-05,0.001105031,0.0002370901,0.006273871,0.0006154087,6.618715e-05,0.000198345,0.0002432858,0.0006858992,0.0007027067,0.001001703
509,4.128123,5,3.758842,3.300781,0.0136668,0.4125618,0.01458398,0.006059602,7.090332e-05,0.001111648,0.0002382377,0.00629843,0.0006174168,6.572058e-05,0.0001970256,0.0002416814,0.000670205,0.0006908607,0.0009864749
510,4.138126,4,3.741582,3.28772,0.01309557,0.409129,0.01445758,0.006002807,7.019721e-05,0.001118325,0.0002393936,0.006323133,0.0006194348,6.525893e-05,0.0001957193,0.0002400929,0.0006550617,0.0006793165,0.0009715959
511,4.14813,3,3.730461,3.280701,0.01257381,0.4057388,0.01433282,0.005946806,6.950161e-05,0.001125061,0.000240558,0.006347982,0.0006214626,6.480212e-05,0.000194426,0.00023852,0.0006404431,0.0006680637,0.0009570551
512,4.158133,5,3.7111,3.26535,0.01209817,0.4023906,0.01420966,0.005891585,6.881629e-05,0.001131859,0.0002417309,0.006372978,0.0006235005,6.435009e-05,0.0001931454,0.0002369625,0.0006263246,0.0006570924,0.0009428422
513,4.168136,2,3.691826,3.25,0.01166462,0.3990836,0.01408809,0.00583713,6.814105e-05,0.001138719,0.0002429123,0.006398122,0.0006255484,6.390278e-05,0.0001918775,0.0002354202,0.0006126832,0.0006463932,0.0009289474
514,4.178139,4,3.710678,3.272694,0.01126907,0.3958172,0.01396807,0.005783426,6.74757e-05,0.001145641,0.0002441025,0.006423414,0.0006276064,6.346011e-05,0.000190622,0.0002338929,0.0005994971,0.000635957,0.000915361
515,4.188143,6,3.729609,3.295387,0.01090792,0.3925908,0.01384957,0.005730459,6.682004e-05,0.001152627,0.0002453014,0.006448857,0.0006296746,6.302203e-05,0.0001893788,0.0002323804,0.0005867458,0.0006257751,0.000902074
516,4.198146,8,3.745962,3.31543,0.01057849,0.3894037,0.01373258,0.005678217,6.61739e-05,0.001159676,0.0002465092,0.006474452,0.000631753,6.258847e-05,0.0001881477,0.0002308825,0.0005744099,0.0006158392,0.0008890774
517,4.208149,5,3.762832,3.335917,0.01027947,0.3862552,0.01361706,0.005626686,6.553708e-05,0.001166791,0.0002477259,0.006500199,0.0006338417,6.215936e-05,0.0001869285,0.0002293991,0.0005624711,0.0006061414,0.0008763628
518,4.218153,6,3.779775,3.356403,0.01001137,0.3831447,0.013503,0.005575852,6.49094e-05,0.001173971,0.0002489517,0.0065261,0.0006359408,6.173465e-05,0.0001857212,0.0002279299,0.0005509122,0.0005966739,0.0008639221
519,4.228156,8,3.796218,3.376316,0.009776971,0.3800716,0.01339036,0.005525705,6.42907e-05,0.001181217,0.0002501865,0.006552156,0.0006380503,6.131428e-05,0.0001845255,0.0002264748,0.0005397169,0.0005874295,0.0008517472
