All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
821.098267	1.580572	3.171458	3.664055	0.000000	0.005172	0.003365	
822.670715	1.580554	3.170779	3.662993	0.000000	0.005185	0.003317	
824.243164	1.580535	3.170103	3.661933	0.000000	0.005199	0.003270	
825.815308	1.580516	3.169429	3.660872	0.000000	0.005214	0.003223	
827.387390	1.580498	3.168758	3.659823	0.000000	0.005229	0.003176	
828.959351	1.580481	3.168089	3.658788	0.000000	0.005245	0.003131	
830.531128	1.580463	3.167423	3.657753	0.000000	0.005263	0.003085	
832.102722	1.580446	3.166760	3.656717	0.000000	0.005282	0.003040	
833.674194	1.580428	3.166099	3.655704	0.000000	0.005302	0.002996	
835.245483	1.580411	3.165441	3.654692	0.000000	0.005323	0.002952	
836.816711	1.580394	3.164786	3.653681	0.000000	0.005347	0.002908	
838.387695	1.580376	3.164133	3.652678	0.000000	0.005372	0.002865	
839.958496	1.580359	3.163484	3.651690	0.000000	0.005398	0.002823	
841.529175	1.580341	3.162837	3.650702	0.000000	0.005427	0.002781	
843.099731	1.580324	3.162193	3.649715	0.000000	0.005458	0.002739	
844.670044	1.580306	3.161552	3.648744	0.000000	0.005491	0.002698	
846.240234	1.580289	3.160915	3.647779	0.000000	0.005526	0.002658	
847.810242	1.580272	3.160280	3.646815	0.000000	0.005563	0.002618	
849.380188	1.580254	3.159649	3.645851	0.000000	0.005603	0.002577	
850.949890	1.580237	3.159022	3.644910	0.000000	0.005645	0.002539	
852.519409	1.580219	3.158398	3.643968	0.000000	0.005690	0.002500	
854.088745	1.580202	3.157778	3.643027	0.000000	0.005738	0.002461	
855.658020	1.580185	3.157162	3.642092	0.000000	0.005788	0.002423	
857.227173	1.580169	3.156550	3.641173	0.000000	0.005841	0.002386	
858.796021	1.580152	3.155943	3.640254	0.000000	0.005897	0.002349	
860.364746	1.580136	3.155340	3.639335	0.000000	0.005957	0.002312	
861.933289	1.580120	3.154743	3.638427	0.000000	0.006019	0.002276	
863.501770	1.580104	3.154152	3.637530	0.000000	0.006083	0.002240	
865.069946	1.580087	3.153566	3.636633	0.000000	0.006151	0.002205	
866.638000	1.580071	3.152987	3.635736	0.000000	0.006220	0.002169	
868.205933	1.580055	3.152414	3.634853	0.000000	0.006291	0.002135	
869.773621	1.580039	3.151847	3.633978	0.000000	0.006363	0.002101	
871.341187	1.580022	3.151287	3.633102	0.000000	0.006436	0.002067	
872.908569	1.580006	3.150733	3.632226	0.000000	0.006510	0.002033	
874.475769	1.579990	3.150186	3.631367	0.000000	0.006585	0.002001	
876.042847	1.579974	3.149646	3.630513	0.000000	0.006660	0.001968	
877.609741	1.579957	3.149112	3.629658	0.000000	0.006735	0.001936	
879.176453	1.579941	3.148584	3.628804	0.000000	0.006810	0.001903	
880.742981	1.579925	3.148062	3.627967	0.000000	0.006884	0.001872	
882.309387	1.579909	3.147548	3.627134	0.000000	0.006957	0.001842	
883.875610	1.579893	3.147039	3.626300	0.000000	0.007029	0.001811	
885.441589	1.579876	3.146537	3.625466	0.000000	0.007100	0.001780	
887.007446	1.579861	3.146040	3.624650	0.000000	0.007170	0.001750	
888.573059	1.579846	3.145550	3.623837	0.000000	0.007237	0.001721	
890.138550	1.579831	3.145065	3.623024	0.000000	0.007303	0.001691	
891.703796	1.579816	3.144586	3.622211	0.000000	0.007366	0.001662	
893.268921	1.579800	3.144113	3.621413	0.000000	0.007427	0.001634	
894.833984	1.579785	3.143645	3.620620	0.000000	0.007486	0.001606	
896.398743	1.579770	3.143182	3.619826	0.000000	0.007541	0.001578	
897.963257	1.579755	3.142725	3.619033	0.000000	0.007593	0.001550	
899.527710	1.579740	3.142272	3.618252	0.000000	0.007642	0.001523	
901.091980	1.579725	3.141824	3.617479	0.000000	0.007688	0.001496	
902.656067	1.579710	3.141380	3.616705	0.000000	0.007730	0.001470	
904.219910	1.579695	3.140940	3.615932	0.000000	0.007768	0.001443	
905.783569	1.579680	3.140504	3.615167	0.000000	0.007802	0.001417	
907.347046	1.579665	3.140073	3.614413	0.000000	0.007832	0.001392	
908.910461	1.579650	3.139644	3.613658	0.000000	0.007857	0.001367	
910.473511	1.579635	3.139219	3.612904	0.000000	0.007878	0.001342	
912.036499	1.579619	3.138797	3.612153	0.000000	0.007894	0.001317	
913.599304	1.579604	3.138377	3.611418	0.000000	0.007905	0.001293	
915.161926	1.579589	3.137959	3.610682	0.000000	0.007911	0.001269	
916.724304	1.579574	3.137544	3.609947	0.000000	0.007912	0.001246	
918.286499	1.579559	3.137130	3.609212	0.000000	0.007908	0.001222	
919.848511	1.579545	3.136717	3.608492	0.000000	0.007898	0.001199	
921.410339	1.579531	3.136304	3.607776	0.000000	0.007883	0.001177	
922.971985	1.579517	3.135892	3.607059	0.000000	0.007861	0.001154	
924.533508	1.579503	3.135479	3.606342	0.000000	0.007834	0.001132	
926.094727	1.579489	3.135065	3.605634	0.000000	0.007801	0.001110	
927.655884	1.579475	3.134649	3.604935	0.000000	0.007762	0.001089	
929.216675	1.579461	3.134230	3.604237	0.000000	0.007719	0.001068	
930.777466	1.579447	3.133808	3.603539	0.000000	0.007670	0.001047	
932.337891	1.579433	3.133382	3.602840	0.000000	0.007618	0.001025	
933.898254	1.579419	3.132952	3.602160	0.000000	0.007562	0.001005	
935.458374	1.579405	3.132519	3.601479	0.000000	0.007503	0.000986	
937.018250	1.579391	3.132081	3.600798	0.000000	0.007441	0.000966	
938.578003	1.579377	3.131639	3.600117	0.000000	0.007377	0.000946	
940.137573	1.579363	3.131192	3.599445	0.000000	0.007311	0.000926	
941.696899	1.579349	3.130740	3.598782	0.000000	0.007244	0.000908	
943.256042	1.579335	3.130283	3.598119	0.000000	0.007176	0.000889	
944.815063	1.579321	3.129822	3.597457	0.000000	0.007107	0.000871	
946.373718	1.579307	3.129355	3.596794	0.000000	0.007037	0.000852	
947.932312	1.579293	3.128884	3.596146	0.000000	0.006968	0.000834	
949.490723	1.579279	3.128407	3.595500	0.000000	0.006900	0.000817	
951.048828	1.579265	3.127926	3.594853	0.000000	0.006832	0.000799	
952.606812	1.579251	3.127439	3.594207	0.000000	0.006765	0.000782	
954.164551	1.579238	3.126948	3.593565	0.000000	0.006700	0.000765	
955.722168	1.579225	3.126451	3.592936	0.000000	0.006637	0.000749	
957.279480	1.579212	3.125950	3.592307	0.000000	0.006577	0.000732	
958.836609	1.579199	3.125444	3.591678	0.000000	0.006519	0.000716	
960.393555	1.579186	3.124933	3.591049	0.000000	0.006464	0.000700	
961.950378	1.579173	3.124418	3.590428	0.000000	0.006412	0.000684	
963.506958	1.579160	3.123898	3.589816	0.000000	0.006364	0.000669	
965.063293	1.579147	3.123373	3.589203	0.000000	0.006319	0.000654	
966.619324	1.579134	3.122844	3.588590	0.000000	0.006279	0.000639	
968.175293	1.579121	3.122312	3.587978	0.000000	0.006243	0.000624	
969.731079	1.579108	3.121774	3.587375	0.000000	0.006212	0.000609	
971.286499	1.579096	3.121234	3.586780	0.000000	0.006186	0.000595	
972.841919	1.579083	3.120689	3.586183	0.000000	0.006166	0.000581	
974.396973	1.579070	3.120141	3.585587	0.000000	0.006151	0.000567	
975.951843	1.579057	3.119590	3.584991	0.000000	0.006142	0.000553	
977.506531	1.579044	3.119035	3.584407	0.000000	0.006139	0.000540	
979.061035	1.579031	3.118477	3.583827	0.000000	0.006143	0.000527	
980.615356	1.579018	3.117917	3.583246	0.000000	0.006153	0.000514	
982.169312	1.579005	3.117354	3.582666	0.000000	0.006170	0.000502	
983.723267	1.578992	3.116789	3.582086	0.000000	0.006194	0.000489	
985.276855	1.578979	3.116222	3.581517	0.000000	0.006225	0.000477	
986.830261	1.578967	3.115654	3.580953	0.000000	0.006264	0.000465	
988.383484	1.578954	3.115083	3.580389	0.000000	0.006311	0.000453	
989.936523	1.578941	3.114512	3.579824	0.000000	0.006366	0.000441	
991.489258	1.578928	3.113940	3.579260	0.000000	0.006429	0.000429	
993.041809	1.578924	3.113367	3.578706	0.000000	0.006500	0.000418	
994.594116	1.578924	3.112794	3.578156	0.000000	0.006581	0.000407	
996.146301	1.578924	3.112221	3.577607	0.000000	0.006670	0.000397	
997.698242	1.578924	3.111649	3.577058	0.000000	0.006768	0.000386	
999.249878	1.578924	3.111078	3.576509	0.000000	0.006875	0.000375	
