"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
26;1;812.922;716.534;617.086;402.363;126.675;99.4303;7.40976;10.0909;736.255;461.991;470.014;35.874;39.2511;71.3896;100.003;82.1022;61.7104;45.9625;41.9724;47.5621;53.385;62.1205;58.7051;152.179;174.009;26.1255;23.0284;20.8976;2.38102
27;0;307266;13052.6;11793.7;875.359;2119.05;414.089;36262.7;4864.18;8.27915;747.921;777.5;31.6426;186.856;350.715;639.216;251.515;113.131;38.7501;55.7546;43.093;197.612;91.5171;33.5481;87.4771;86.0559;19.9127;21.428;23.7112;2.52276
27;1;798.438;699.35;603.489;396.4;123.307;82.0273;19.4348;24.5178;793.072;486.076;491.502;29.9242;36.5109;76.9313;87.4174;60.2695;51.4187;37.1421;41.3377;46.9843;54.2956;63.3428;51.2769;124.316;150.506;27.3746;23.8233;21.4579;2.41517
28;0;308592;12440.3;11660.6;808.471;2276.52;458.055;36138.1;4890.98;1.71566;429.334;1015.82;97.7486;192.897;375.156;618.98;248.75;112.475;37.9698;56.9723;42.7476;197.631;91.5468;33.218;84.9706;85.4034;20.6127;21.6623;24.2654;2.73796
28;1;845.963;667.308;620.626;424.848;117.08;36.658;14.9367;14.6905;774.965;388.122;451.841;33.089;42.187;86.9073;81.4721;69.3036;49.342;39.5818;37.2547;40.9967;48.7011;55.9224;44.8549;150.107;165.18;20.0746;18.7059;18.3015;2.10226
29;0;307104;12806.1;11760.9;793.899;2226.13;503.147;35985.6;4876.99;0.174937;351.857;1046.72;62.3115;217.113;372.981;614.749;250.025;112.804;37.2001;56.1064;42.5848;196.601;91.6031;32.8935;83.1199;84.9793;17.8512;20.6361;23.1981;2.92688
29;1;808.322;715.9;622.742;414.207;86.1164;46.4552;19.2864;16.9258;741.719;458.827;467.393;16.3884;38.3846;72.1088;105.774;66.7634;63.7689;37.0548;39.3532;44.8716;53.3807;62.4011;54.0169;118.868;153.599;22.5327;20.6626;19.7646;2.3501
30;0;306130;12964.3;11510.8;815.964;2322.02;548.451;36098;5081.76;1.52825;508.109;929.371;135.134;170.604;356.087;619.271;251.122;111.587;37.5406;57.1749;43.8639;196.703;91.7674;34.4061;86.2099;86.1349;23.0332;21.7164;23.8691;2.8471
30;1;829.128;743.61;658.558;458.537;151.503;104.831;39.6124;37.2729;717.521;461.33;474.963;32.3702;47.4297;88.268;90.0755;66.7907;56.3837;40.9414;41.6198;46.182;53.079;62.2557;48.568;118.224;140.224;22.8459;21.6486;20.1977;2.45106
31;0;307315;13202;11732.2;856.921;2207;318.704;35502.2;4937.57;9.56729;599.329;885.248;99.343;165.948;376.061;610.622;253.746;112.815;38.4572;57.0425;43.1113;197.124;91.4765;29.9589;87.1949;87.612;20.1935;19.9665;23.99;2.48619
31;1;831.882;730.693;628.893;409.934;95.5207;59.7041;8.32366;11.4227;770.437;469.33;474.471;25.2894;47.1081;77.4059;103.414;64.334;61.5362;38.9099;40.8376;46.7754;54.2777;62.5063;58.2078;124.681;153.547;25.3862;23.0824;21.5333;2.40018
32;0;306917;12951.3;11664.3;859.174;2171.83;501.897;35957.3;5038.34;24.5324;476.97;883.815;109.485;163.641;348.294;621.721;252.601;112.674;38.4891;56.1634;43.3446;196.673;92.318;33.9198;85.0454;85.5316;21.9828;20.8896;23.5461;2.78724
32;1;818.484;726.638;626.211;410.313;156.047;90.2396;14.6991;21.4029;726.949;475.657;489.618;17.2566;43.614;78.4307;101.191;66.4591;60.0867;36.6502;42.1759;46.0583;53.2631;62.9021;52.3671;118.612;154.34;23.5332;21.6555;20.6306;2.45419
